category_id	count	encoding	T_scs	gamma_scs
1086	1	4693234981387866953596278150669488138643205199819592	-1,0,-4,0,6	11,-1,1,10
1087	1	4978354484562513077226687150496572745931594489212045	-1,0,-10,0,6	-11,9,-1,0
1088	1	6665100231029738533918904459450411419396265306581164	-1,0,0,1,0,2	11,0,1,1,0
1089	1	6729603943608344348273094216332338102732475787808738	-1,0,1,1,0,2	-11,0,1,-1,-3
1090	1	6729623450743797023526880608119710663363661648498684	-1,-1,-1,-1,6	10,10,7,2
1091	1	6860321447411699823682364506482373686833677641639003	-1,3,-9,-7,-6	9,-9,3,-9
1092	1	21676741757364107581283429042208287332420645701246597	-1,0,-2,0,4,1	-10,-1,4,8
1093	1	60800669299491319010630992425634323171331776750842296	1,1,1,-10,-6	10,2,5,-3
1094	1	92383859003417078183377886344632367820334233871997666	1,0,0,2,4,1	10,4,0,-2,0
1095	1	268650086108674400632007581330565468280349082711128440	-1,-4,-4,-6,6	9,-9,9,7
1096	1	273833473080887991306293578392503462515682554189706385	-1,0,-1,0,-1,2	-11,0,0,10,-2
1097	1	387670369945088938305069997539864631900732488869874404	1,1,1,-1,-1,2	10,-3,4,9
1098	1	542798062266090437918815869659811278530401489395582121	-1,0,0,-1,0,-2,0	11,2,11,0
1099	1	1406333769634331057037944541457705985244944216735242959	-1,0,-2,-11,2,-2	11,2,10,3
1100	1	1506516182983225251083052754429949732054133942787501095	-1,0,9,8,6	9,9,9,2
1101	1	1569806431086986377832274273583602822277019577718537857	-1,0,-10,-3,-1,2	-10,0,9,9
1102	1	2046040831667720400050741233808025091713369348427106961	-1,2,6,-9,6	9,8,-9,8
1103	1	2073783356210974270258793152686094747052737553988192106	-1,3,8,-9,6	9,8,-9,-6
1104	1	2073789229989566713433142866136633763874974151081065575	-1,5,8,-9,6	9,8,8,8
1105	1	2726541305221942817814824167551979006282815620766663993	-1,0,1,-10,0,2	11,0,9,10
1106	1	2883990755414585212898976487897437842952686494256040657	-1,0,9,9,6	-10,0,9,9
1107	1	2883994674726628431788143389326314350097124198884235870	-1,1,9,9,6	9,9,-9,-2
1108	1	4141468471584133053337263743280375912324272197004245154	-1,1,9,3,-7	9,8,-9,-2
1109	1	5214729346058928664600038545611677012836531489912952636	-1,-2,2,10,6	10,10,9,-10
1110	1	18899499180948929572692501825588158142720019703273439192	-1,0,0,2,3,-2	11,1,0,-2,1
1111	1	19122355736743119252091300953691889771980089674237035035	-1,0,0,0,1,2	11,1,0,-1,0
1112	1	25933777941445004335837310762695962772384353905294465493	-1,-1,-1,-1,1,2	-11,10,10,10
1113	1	25933777943060953889788732718989585994356191839377882416	-1,0,0,0,-1,-2,0	11,-1,1,0,3
1114	1	25933804723487270931863155532419292196345463997895896989	1,-2,-1,-1,1,2	10,-10,-1,-1,-2
1115	1	47555268321870345999581185382857128559984206436999652017	-1,0,0,-10,0,1	10,-1,1,0,7
1116	1	48350921448590884541413385112653379513735001840971245386	1,0,4,0,7	10,-4,0,1,-3
1117	1	49159067049310260856170543971540622439238704097997999931	1,0,7,0,7	10,8,0,4
1118	1	49704776436191128457761632851047959373403868150229460544	-1,0,-11,-2,1,2	11,1,10,-11
1119	1	49842177386298081537727862014421061874621683401194416312	-1,0,-10,0,7	10,10,10,0
1120	1	61388110763774682190273042348936130585503418113014742632	-1,-1,2,-9,-1,2	9,9,-2,1
1121	1	63598253062336652932150376830313789831968899946566190362	-1,-1,-1,1,4	-10,-1,-1,-1,7
1122	1	67143788538404715383665512886487414965293752197078196964	-1,0,-11,-1,7	11,-9,2,-11
1123	1	85978660354571989300576129351161380040495056533170274074	-1,0,-2,0,6,-1	-11,0,5,-1,0
1124	1	89007847708560346835103279962867875131702200646829228500	-1,0,9,1,7	9,-9,-1,-1,0
1125	1	111423941788096086324365801117229088109082279103229116395	-1,2,4,-9,-7	9,7,8,-9
1126	1	113786134758965122719323420056043470659949716567865810429	-1,6,8,-9,-7	9,8,8,-9
1127	1	119273108796407475814701186012228270873736064487674872286	-1,1,10,-2,7	10,10,7,-10
1128	1	147563079408618997387604904310869844656496380171764062957	-1,0,3,9,-7	9,9,-9,0
1129	1	152195795784566422854753940645693823785853513619003437370	-1,1,2,2,7	9,9,9,6
1130	1	259599686489435078094333971194843268319880766047205205646	-1,-2,3,10,-7	10,-10,-2,1
1131	1	355010081463244826563111550055405263950279726354858879345	-1,-2,10,-11,-7	-11,2,10,9
1132	1	827380672668653155593415332683209798964182353587589193244	-1,2,-9,5,7	9,8,8,-9
1133	1	1082309973549559725541664590592974240765703227106510797893	-1,5,-9,-6,7	9,8,-9,-7
1134	1	2386093747170922651681350185631709524768766864761352246323	-1,-2,-3,-2,-2,2	9,9,9,-9
1135	1	3094740083275569265193864962472441675211906487294072445410	-1,0,-1,0,1,0	-11,0,-1,0,-8
1136	1	3201986550022240108688001984030828378474240879971872180068	-1,0,-9,0,-8	10,1,-9,0
1137	1	3215634698397044453812874358651733786822011255973812109591	1,0,-10,0,-8	10,9,-10,0
1138	1	3873237584707725564465262165770621673400103510525377315562	-1,1,-2,-10,1,2	10,10,10,10
1139	1	4013981114565146363259898712612243289332094970787873937625	-1,3,-9,8,7	-9,5,-9,6
1140	1	4022402786944846541852754869288628704280651692472256774551	-1,1,9,8,7	9,-9,1,9
1141	1	5173980985073788493529011740376256433606995635570579402916	-1,4,8,-9,7	9,-7,6,-9
1142	1	5173989253769169554111562314604681829207033271881669674000	-1,7,8,-9,7	9,8,8,8
1143	1	6482654257601408591283731234653787989735445076338372309555	-1,-1,1,9,7	-10,-9,-1,1,-2
1144	1	6615859438920228164886601216362558456969475686397762460265	-1,1,6,9,7	9,9,9,2
1145	1	6669852402031252451431463578687192944639553389085010684368	-1,0,8,9,7	9,9,-1,1
1146	1	6669855844107790177968265799972621826499328004557328816834	-1,1,8,9,7	9,8,9,7
1147	1	6669861007225427801222307792883379623937293124225985543858	-1,-3,8,9,7	9,8,9,7
1148	1	6683415906382501301482836541851491823263387821308429608788	-1,0,-9,9,7	10,-1,0,-10
1149	1	6697012174788172644754573173068137095307466943572870205048	-1,2,9,9,7	9,9,9,8
1150	1	6710623987715711521005035625583048645070269541372458002156	1,1,-10,9,7	10,-6,-3,-2
1151	1	8615704870608573856365003802376368556411001379776702086823	-1,0,9,-10,7	10,1,-8,0
1152	1	10677155462653362853799838604180514928689644280949694200326	-1,-1,0,10,7	10,10,1,10
1153	1	11062675596669231521129387410288899371094492048424583145829	-1,1,9,10,7	10,10,9
1154	1	23417702317789970872989025452122432294038900147873470359144	-1,-4,-5,4,-8	9,8,-9,4
1155	1	61955205449812543407502246308540918367935718425748507518105	-1,1,-9,6,-8	9,-9,1,-9
1156	1	62284644199711167920798838120361231137442970532468669099505	-1,0,-5,-1,2,2	-11,0,-6,0,-4
1157	1	77698303702593203422537565154678414604038068206371357027588	-1,-1,-1,1,2,2	9,-9,1,1
1158	1	96302778830071279640968087152735909238486748939123509445200	1,-1,-1,7,-8	10,3,-10,0
1159	1	96468496622492379930750127902038824214725054386316391588840	-1,-1,1,7,-8	-10,1,7,9
1160	1	99156593457544307929402982193215659102060679569573662716088	-1,0,9,7,-8	9,-9,-2,2
1161	1	121059215385039439156530837593685869084793737663695664054112	-1,-2,-2,-10,-2,2	10,10,-10,4
1162	1	124384776697164664849371550719542813532868801149808239877545	-1,-8,-8,-8,-8	8,8,-8,-8
1163	7	124384776697164694366208996974817874530135529732860886437694	-1,-8,-8,-8,-8	8,8,8,-8
1164	7	124384776697165163002563807990313414712639125244706808578226	1,-8,-8,-8,-8	8,8,-8,-8
1165	5	124384776697165192519401254245647582246853659319632351058547	1,-8,-8,-8,-8	8,8,8,-8
1166	28	124384776697165432144215264457551120243106259529907325975415	-1,-8,-8,-8,-8	8,8,8,8
1167	3	124384776697165432144250796700890466402945485727395833077924	-1,-8,-8,-8,-8	-9,8,8,8
1168	1	124384776697171638783271588487472231230677365816824982553254	-1,0,0,0,0,0,1	11,-1,0,0,0
1169	1	124384776697171638783396577277333503815448214682752156575932	-1,0,0,0,0,0,1	11,1,1,2,0
1170	1	124384776697171638783663539432905327796541269952091606812984	-1,0,0,0,0,0,1	11,0,10,0,0
1171	1	124384798961518856942364308571153657152523216587301597066497	1,8,-8,-8,-8	8,8,8,-8
1172	2	124595419784857370636013330662432858005261491026941113517167	-1,-8,8,-8,-8	8,8,8,8
1173	1	124806374936311486976085526099094689040476256288767378070024	-1,7,-9,-8,-8	-9,-8,7,-9
1174	1	156579415303390607652890839635562162021103065828833184178511	-1,0,0,-1,0,0,1	11,0,2,0,-1
1175	1	156579415303391199675775972953790100453570409859893876902580	1,0,0,-1,0,0,1	-11,0,0,0,0,0
1176	1	157364792312018894076781515848035854555852832984150872475738	-1,0,1,0,8	-11,0,-1,0,1
1177	1	157364792312049194542938493479145231428646846155178541539113	-1,0,1,0,8	11,0,7,10
1178	1	158153394298188407575210070039177104204563662730908972674545	-1,0,-11,8,-8	-11,0,-11,0
1179	1	158153833842804941789193508402192852331798085267770638003642	-1,0,-1,-1,0,-1	10,0,-3,0,8
1180	1	158681973697489273007319627051501709458835287591513539742300	-1,0,-4,0,8	-10,-1,0,7,4
1181	1	160276116518655611951244566104100101621683828790451848821942	-1,0,-7,0,8	10,0,9,9
1182	1	161885318402341846942637995870487982639547067141927065984721	1,0,-10,0,8	10,7,9,9
1183	1	197111791129057430370465185317886004003055516841982435970188	-1,-8,8,-9,-8	9,8,-9,8
1184	1	197436188152100190399016320089542997848239142771718372410858	1,0,0,0,-8,0	-11,0,0,0,-1,0
1185	1	197436188152122318250217965705090232438564734789315638726630	-1,0,0,0,-8,0	11,0,1,-10,0
1186	1	197760784981231235729035056254051478777946675098571537031700	-1,5,9,-9,-8	9,-9,7,9
1187	1	198412150303157655129827839503534237933285584116164789272500	-1,0,-3,0,-3,0	-11,0,2,-1,8
1188	1	200377760080399337990285091627293406263102093390673596810121	-1,0,-5,0,-8,0	-10,0,8,9
1189	1	241773534680498635063076398807871825805033882297233448387270	-1,1,1,9,-8	9,9,-2,1
1190	1	243348120218059380865753385642038130425214219337466256546313	-1,0,3,9,-8	10,0,9,-1,0
1191	1	248130693566271076321696552312441499376611594563340491823838	-1,-1,1,1,8	9,-9,1,1
1192	1	248130693566281028916152421378644360655217083427909817191032	-1,-1,1,1,8	-10,8,9,9
1193	1	248795606372129696912506432989849703972533150205255831541225	-1,-1,-11,1,-7	11,-1,-1,1,8
1194	1	248936189410052008442101922584506611282891906607668125927015	-1,-1,2,1,8	9,9,7,-7
1195	1	250149071919965907291326837876631555621305381006665742592294	-1,1,-4,1,8	9,8,9,2
1196	1	254643636362864723107673701565264577952839696738264781394175	-1,0,9,1,8	9,9,-5,-1
1197	1	254643636362864723108197248292904547393285386513377009933320	-1,0,9,1,8	9,9,9,1
1198	1	254643636362864723111858336014214401032714766790786744841900	-1,0,9,1,8	10,1,-2,1,1
1199	1	383919553194105752783519979579536362068364211603556253945810	-1,3,5,10,-8	10,-10,2,10
1200	1	390633885018854357556476578170120733027470420907715572255428	-1,-2,-11,10,-8	-11,-3,10,10
1201	1	398711934308118985673344248623889244026213178013103147567193	-1,0,9,2,8	9,9,-3,8
1202	1	475092043130019377256093705852713980334884220249587568275273	-1,-1,2,-11,-8	-11,-1,1,10
1203	7	497539106788670614230934110802136621016995254603713016897459	-1,-8,-8,-8,-8	-8,-8,-8,-8,-8
1204	22	497539106788671610537318625369114148988162817482616059340835	-1,-8,-8,-8,-8	8,-8,-8,-8,-8
1205	1	497539151317377943077947198145885710793335960719949713298244	-1,-8,-8,-8,-8	8,8,-8,-8,-8
1206	1	620492569452310631923425544051906054639866406180660750737528	-1,0,9,3,8	9,8,-9,-1
1207	1	622394552592461150140093969487210132577454765194944482307776	1,0,10,3,8	-11,-10,0,1
1208	1	786659715920046361257574497654372557406767879971584541232935	-1,0,0,9,-8	10,-1,0,0,8
1209	1	961350985518360492916546511000146081916989745244764557835604	-1,3,-10,4,8	10,10,9,10
1210	1	964217345913442013562659963190573559647324088925139337077483	-1,0,-11,4,8	11,-2,0,-11,0
1211	1	1177420897633865103857837811795490721096919662342969936498670	-1,1,-2,1,-5,-2	-11,1,-11,1
1212	1	1470052469569588480077043043072468837110427905928883827629175	-1,5,-8,5,8	-9,5,8,8
1213	1	1474320640496106871861985327721125591041624107522271376256476	-1,2,-9,5,8	9,6,-9,7
1214	1	1474321415433794571402521858420690866647437269762881329861543	-1,4,-9,5,8	9,8,8,-9
1215	1	3420772585072385389229300512638317572011923826631571258882561	-1,-7,-8,7,8	-9,-8,7,-8
1216	1	3420772585072389556830752528602841167502568137565293802749411	-1,-7,-8,7,8	-9,7,8,8
1217	1	3420773394312596743532572227867449095029219050903427890275215	-1,-8,-8,7,8	8,8,8,8
1218	1	3425476693352590612674440588013413052893177218322999274798924	-1,1,8,7,8	9,-9,-8,1
1219	1	3430194572839951197235318821654872092170289507867780743198486	-1,5,-9,7,8	9,8,-9,8
1220	1	3430195384030139518597167714833487585628179391785931525663920	-1,6,-9,7,8	9,-8,6,-9
1221	4	4210651604756891667127561830541517177991374055682054508314617	-1,-8,-8,-8,8	8,8,8,8
1222	1	4210651604756898658291338871505236713782602640771416059583153	1,-8,-8,-8,8	8,8,8,8
1223	1	4210651604756996161851229993937085807145306851864238608314251	1,0,0,0,-1,0,1	10,-10,0,-1,0
1224	1	5086597588870063513323239741014706467270538120398191586607333	-1,-1,1,8,8	9,8,-4,9
1225	1	5169129383820392687700964309282909913825752964923817016089088	-1,3,7,8,8	-9,4,-6,7
1226	1	5169132287168258306195182285127179243238272736638574692662800	-1,-6,7,8,8	-9,-6,7,8
1227	1	5169132287168259110404324290989102376444411470331362192959043	-1,-6,7,8,8	-9,6,8,8
1228	6	5176068390754124033849414155022830301024707863945693840049890	-1,-8,-8,8,8	8,8,8,8
1229	1	5183006816335033467433025241885894529844802178552304880265920	-1,4,8,8,8	-9,4,8,8
1230	1	5183009144468473556773751185355330878486676345855129531173104	-1,6,8,8,8	-9,6,8,8
1231	1	5183009144468473562244832116426912310353099429955067843673639	-1,6,8,8,8	-9,7,8,8
1232	1	5183010308535531985931403162575017801165806462503385715820059	-1,7,8,8,8	-9,8,8,-8
1233	2	5183010308535535942302564995989937851194659643403374225963184	-1,7,8,8,8	-9,-8,7,8
1234	2	5183010308535536742937217983458902848575923820597310541840604	-1,7,8,8,8	-9,7,8,8
1235	6	5183010308535536748410821331149132416025405591738839162660390	-1,7,8,8,8	8,8,8,8
1236	5	5183010308535536748411050697681355920901328290540155615672934	-1,7,8,8,8	-9,8,8,8
1237	1	5183010890569149169769777924598363656457204552997818674487174	-1,-8,8,8,8	-9,-8,-8,-8
1238	16	5183010890569154124146117278048034817447369469901401904453340	-1,-8,8,8,8	8,8,8,8
1239	5	5183010890569154124146346644593136844722452566937730259575464	-1,-8,8,8,8	-9,8,8,8
1240	1163	5183011472602828690147237291666709647051034180418713905149048	-1,8,8,8,8	8,8,8,8
1241	105	5183011472602828690147466658224690197267607250111182420046940	-1,8,8,8,8	-9,8,8,8
1242	45	5183011472602836860186096857845393730329835867127388191030152	1,8,8,8,8	8,8,8,8
1243	4	5183011472602836860186326224403374280727185470085465402190407	1,8,8,8,8	-9,8,8,8
1244	1	5183011472603055887858855881463829981102743446564365099069441	-1,0,0,0,0,-3	11,1,0,10
1245	1	5189953378781885657214060829356038873527746348630104351432760	-1,0,-9,8,8	9,9,9,0
1246	1	5189958040509762620491081457496205120342549928675837274654350	-1,4,-9,8,8	9,-8,7,-9
1247	1	5189961536808045994542097936099752905797568036006397846379430	-1,7,-9,8,8	-9,-8,-8,7
1248	1	6279260419421682422470290295093637649656487073027135529252335	-1,1,3,-9,8	9,8,8,9
1249	1	6279261107849916270702710908252234537434322664564475957324220	-1,-2,3,-9,8	9,5,-9,-9
1250	1	6346125736374540234131347182430330221329317687535286846719751	-1,6,7,-9,8	-9,7,8,-9
1251	1	6362938741819903478785651923865648740948252795622073462424405	-1,2,8,-9,8	9,7,-6,8
1252	1	6362940134717843686752153625661564775518525027561713437269677	-1,3,8,-9,8	-9,-4,4,8
1253	1	6362942920514521315336922515496199120250276119431141524153398	-1,5,8,-9,8	9,7,-9,-7
1254	1	6362945706312274822626239535883017266709068700016352940804159	-1,7,8,-9,8	-9,7,-9,-8
1255	1	6362945706312280350696566765269437809845805813068840433208244	-1,7,8,-9,8	-9,7,-9,8
1256	1	6362946402761895977166141420563836853254374735809947666819543	-1,-8,8,-9,8	9,8,8,-9
1257	8	6362947099211555625991154864229250986118723315723915272126577	-1,8,8,-9,8	-9,8,-9,8
1258	2	6362947099211555625991415601246107692783549155098748857024313	-1,8,8,-9,8	9,8,-9,8
1259	41	6362947099211566961922539690052868402742144615748686867482498	-1,8,8,-9,8	-9,8,8,-9
1260	6	6362947099211567949323528205348638750153712588094803756543475	-1,8,8,-9,8	-9,8,-9,-9
1261	1	6371370658096976107405015393508078371039312797600070468538389	-1,7,-9,-9,8	9,8,-9,7
1262	3	6371372052609878467402904243301761167152041120474566360718302	-1,8,-9,-9,8	-9,8,-9,8
1263	3	6371372052609890798891023248765845368095929593532419676527750	-1,8,-9,-9,8	-9,8,-9,-9
1264	1	6379807463242572000713404815410519389466182390398400223242323	-1,8,9,-9,8	9,-9,8,9
1265	1	6405176559747435327901867568383960617831646735184332126047027	-1,0,-3,-1,0,-3	-10,0,-9,0,-3
1266	1	6464740095089455830147287313366303659688779996703899072950602	-1,0,-6,0,-9	-10,4,9,1
1267	1	6499008738531499610271916820850969665547626932985935516123176	-1,0,-8,0,-9	-10,1,4,1,0
1268	1	6499008738531499610279656786672575463873560820072125799529616	-1,0,-8,0,-9	-10,0,-8,2
1269	1	6499008738531522635539665560798167605250740321764440881798081	-1,0,-8,0,-9	10,0,9,-9
1270	1	6516206852985536168033937152932906979525699180254978773825087	-1,0,-9,0,-9	-10,0,-9,0
1271	1	6516206852985537918124889678359117474982503972686311668443888	-1,0,-9,0,-9	9,9,-2,-8
1272	1	6516206852985545868304228923820814803073791753391536036934148	-1,0,-9,0,-9	9,-9,0,-9
1273	1	6516206852985583103667168733885379356550107577183156151765763	-1,0,-9,0,-9	9,9,8,9
1274	1	7639929500042917380368998518446533277474933189222268174312535	-1,0,0,9,8	10,-2,-10,0,0
1275	1	7649930224282187101927247892135214566069324688285961797637623	-1,0,-1,9,8	-11,0,-1,0,-1
1276	1	7659943220484700967140400442929728474268316406523161438536361	1,0,1,9,8	10,-10,-1,0,0
1277	1	7659943220484717530744624421236288901497867202392074533674412	-1,0,1,9,8	-10,0,1,9
1278	1	7720285470857738798577366772305176654554332141422038995286454	-1,-4,4,9,8	9,9,8,-9
1279	1	7740492323864096750434056988114461610075742906166979041688615	-1,1,5,9,8	9,9,8,9
1280	1	7781064840785693993123965797108646680997257826242115427618700	-1,2,7,9,8	9,-9,2,8
1281	1	7801421621010656337788148628258099572055480938302141275823967	-1,0,8,9,8	-10,-1,1,1,1
1282	1	7801423285844144739960126195520955446541877153868652271163969	-1,1,8,9,8	9,9,8,-8
1283	1	7801434939687423128346845183759237976373613237446858841807176	1,0,0,1,0,-3	10,2,9,1
1284	1	7821831660714829854151758373189031527489989759750232310543007	-1,0,9,9,8	-10,-1,0,9
1285	1	7821833329358779281066837689283897891090057768423308062543245	-1,1,9,9,8	9,9,9,-9
1286	1	8550898137219538460185811530508433806743744093969993948056672	-1,0,1,0,8	-10,0,1,0,-9
1287	1	9369746456414163721661787507999953237944744263619131630008761	-1,-1,-1,-10,8	10,10,9
1288	1	9664474148309189920098370182190349813598635206478968303945210	-1,0,4,1,-9	-11,0,-9,0,2
1289	1	9777216685551194316792939118693077607903149872044111702645239	-1,1,-9,1,-9	9,8,9,3
1290	1	9777216685551200219148716024271216231821256298972604584672035	-1,1,-9,1,-9	9,-8,2,8
1291	1	9789817206451700848304222563181850855775981257776511524581227	-1,0,9,1,-9	-10,-1,0,9
1292	1	9789817206451734742386287883387420780223020996785629476456702	-1,0,9,1,-9	10,0,9,9
1293	1	9802437016752889190127114731850573179618191440313094810879211	-1,1,-10,1,-9	10,10,10,-3
1294	1	11505664690576372680637726528530701104858791244818711328840660	-1,-4,2,10,8	10,-10,4,10
1295	1	11742658778363680507050139862202148925732774678331300394809922	-1,0,10,10,8	10,10,10,-10
1296	1	14342244662018163627478670695278433779636305663931175263562370	1,-2,-1,1,-8,-1	10,9,-10,-1
1297	1	14342250334704691460227693332772457268171062146884551166005751	1,-5,-2,2,-9	10,4,-10,-3
1298	1	14596873528892266484699567349798058342863191320818076722932574	-1,1,-9,2,-9	9,8,-9,8
1299	1	14596876409248020394489661942077498116531358006519735492393266	-1,2,-9,2,-9	9,7,-9,4
1300	1	14596876409248055063554848716758517301562919857903669193505408	-1,2,-9,2,-9	9,9,9,-9
1301	1	14615222836333583233450840970249742677898968563219452510438121	-1,1,9,2,-9	9,9,-9,-9
1302	1	17561124885813565088782703146258041417141931291306584487471974	-1,-1,3,-3,-9	9,-9,-1,2
1303	4	20732044726344161709514522031226994720150149424060626984625659	-1,-8,8,8,8	8,8,8,8,8
1304	652	20732045890411527181599297888474911497867694095882062024790695	-1,8,8,8,8	8,8,8,8,8
1305	1	21369327381648347746840464337893633015952332554143334504544316	-1,-1,-1,1,-7,1	9,9,-3,-1,-1
1306	1	21580012972825671424041885769486883942738341870170998433479724	-1,2,-7,3,-9	9,8,9,4
1307	1	21632992383771652106249402548943941400221845556868978636212557	-1,3,-8,3,-9	9,9,9,-9
1308	1	21686089639889604824993692659372769320884835078669049121497963	-1,3,-9,3,-9	9,9,7,-8
1309	1	21686089639889615310360571674161229429995753996969633224940577	-1,3,-9,3,-9	9,7,8,8
1310	1	21712671831312271001237162980067371828186755958343531354406315	-1,0,9,3,-9	9,-9,0,9
1311	1	21712675908332577603108997103162782931102127575771537305049316	-1,1,9,3,-9	9,-9,-2,-9
1312	1	31569926260361077307583943262711110850822340680888279115795973	-1,-2,2,4,-9	9,9,-9,9
1313	1	31683515397775872257166139936263547358267545257221400341602419	-1,-4,-4,4,-9	9,-9,4,9
1314	1	31988250974836168453488420791158656686978909069626267747855200	-1,1,-8,4,-9	9,8,8,8
1315	1	32064866646649403351691509663340259837124806943116175134408974	-1,1,-9,4,-9	9,-7,-8,1
1316	1	32103233223554507250353714336583769023425845383321369395856495	-1,0,9,4,-9	9,9,-2,9
1317	1	47190408628717987057981019765164970976725865527483284706707073	-1,-3,-9,5,-9	9,8,-9,-3
1318	1	47190420691071720420611199881064686716469052483058783235607066	-1,4,-9,5,-9	9,8,-9,5
1319	1	69214289589032029172484179111721552602674729089514324704311118	-1,1,9,6,-9	9,-9,8,9
1320	1	83634653030567219974097490084536812490661532289818171648010130	-1,0,9,-7,-9	-10,-9,-1,4
1321	1	100276298885331903155662799255129516917300508369201907556920157	-1,-6,6,7,-9	-9,6,8,-9
1322	1	100836210889600298215521182985634397972469460104877220958847181	-1,7,-9,7,-9	9,8,8,-9
1323	1	143750161280961925998341313889955467087464103126322544362889936	-1,0,0,8,-9	10,0,9,-1,1
1324	1	145007661776087769744786255033033420054358312174740697078031388	-1,-2,4,8,-9	9,8,8,8
1325	1	145165557680307007487207881898248206934913851125545365526245470	-1,1,-5,8,-9	9,-9,1,-9
1326	1	145323604002499102129859132261889158925159015275261527827533976	-1,0,5,8,-9	-10,0,-5,9
1327	1	145640256177490717395491153155011386385322933520706796120672056	-1,-2,6,8,-9	9,7,-9,-2
1328	1	145957565905331177851352237330352506995344845626477118960759231	-1,-4,7,8,-9	9,8,8,-9
1329	1	146275426283850322885480248389874732205578317978753914746080976	-1,1,8,8,-9	9,7,-9,-8
1330	1	146275447923175416768492794856334939714880614858882171795029300	-1,2,8,8,-9	9,-5,2,8
1331	1	146275469562503285350372329283572752985018204374903823958953549	-1,3,8,8,-9	9,8,-8,-5
1332	1	146275480382168281938892151148394583968950389841727246648956885	-1,-4,8,8,-9	9,-8,-5,6
1333	1	146275491201834021033810420510595609344620363910122528323950895	-1,4,8,8,-9	-9,5,8,8
1334	1	146275534480503865660370978724467308758335571159998612499839926	-1,6,8,8,-9	-9,6,8,-9
1335	1	146275556119842904719072172947507340941901906566077247611070129	-1,7,8,8,-9	-9,7,8,8
1336	1	146275556119842961383543361158084092713587286560191273020463944	-1,7,8,8,-9	9,8,8,-9
1337	1	146275566939513502942942584909689286181115953988440684116424824	-1,-8,8,8,-9	-9,-8,8,8
1338	11	146275577759184801434960645156777062693335454816648823243737274	-1,8,8,8,-9	-9,8,8,8
1339	7	146275577759184858070354710918771492295263411282840046915487354	-1,8,8,8,-9	-9,8,8,-9
1340	1	146275577759184901473274065167640168486214171239335411969434369	1,8,8,8,-9	-9,8,8,8
1341	1	146434626805166682128070151256716532307400115665130429202558690	-1,1,-9,8,-9	9,8,2,8
1342	1	146434648465097871027703557357358866614422823130596446782884759	-1,2,-9,8,-9	-9,4,8,8
1343	1	146434735104850635096233966102370404847936435770194557085449069	-1,6,-9,8,-9	-9,7,8,-9
1344	1	146434745934822877345829801615896195053721038929047891401616106	-1,-7,-9,8,-9	9,8,8,-9
1345	1	146434756764795765968984076667938630920844126133511906467519799	-1,7,-9,8,-9	-9,7,-9,8
1346	112	146434778424743754587685545472981859296197733524776366110728177	-1,8,-9,8,-9	-9,8,-9,8
1347	18	146434778424743754587686796295391079027861000048329002474781113	-1,8,-9,8,-9	9,8,-9,8
1348	2	146434778424743754602809239222823407973025058216026749281615077	-1,8,-9,8,-9	-9,-9,-9,8
1349	9	146434778424743754602810490252134021302052965406493730788718623	-1,8,-9,8,-9	9,-9,-9,8
1350	1	146434778424743756977225437136769028579680471142463009765551423	-1,8,-9,8,-9	9,8,9,8
1351	3	146434778424743813734060395604170657196360336442820879920889513	-1,8,-9,8,-9	9,-9,-9,-9
1352	7	146434778424743854707646226561557391633050907039487083576017006	1,8,-9,8,-9	-9,8,-9,8
1353	3	146434778424743931325413300738962791165715954848720193230632222	-1,8,-9,8,-9	9,-9,8,9
1354	1	146434789254718859287844411674428655084940537456208878721178754	-1,-9,-9,8,-9	-9,-9,-9,-9
1355	1	146593968074819705518471459428120217815804709433480868806222445	-1,0,9,8,-9	9,9,-5,-2
1356	1	146593989755372588655731763732776194611152690587583995341858445	-1,1,9,8,-9	9,9,8,9
1357	1	146913203561250281518569582587929452822072846222433680187702886	-1,1,10,8,-9	10,-10,-1,1
1358	1	175993434211987735871263794420720548793677632165303201601929854	-1,-8,8,-9,-9	9,8,-9,8
1359	3	175993446932311352023911056505376188187924661712835928322040076	-1,8,8,-9,-9	-9,8,8,-9
1360	24	176182788974102677117541257236602309996326508486200187050155017	-1,8,-9,-9,-9	-9,8,-9,8
1361	1	176182788974102677134131525967203940005076089522956177601088759	-1,8,-9,-9,-9	9,-9,-9,8
1362	17	176182788974102741963176047214261380066906651129950752101534779	-1,8,-9,-9,-9	-9,8,-9,-9
1363	16	176182788974102741994090302733165920094250131347265704833147769	-1,8,-9,-9,-9	-9,-9,-9,-9
1364	2	176182788974102741994092380723013356077561351139709975776455345	-1,8,-9,-9,-9	9,-9,-9,-9
1365	3	176182788974102856979664744014001299752388563563164886555466304	1,8,-9,-9,-9	-9,8,-9,-9
1366	1	176182801706400781791086114785721510212446612259388363033337359	-1,-9,-9,-9,-9	-9,8,-9,-9
1367	337	176182801706400781822000371421674741904689656055788079949430549	-1,-9,-9,-9,-9	-9,-9,-9,-9
1368	210	176182801706400781822002449411597263501463307457542750075715365	-1,-9,-9,-9,-9	9,-9,-9,-9
1369	35	176182801706400781852922939737999570336872261361719022071916214	-1,-9,-9,-9,-9	9,9,-9,-9
1370	11	176182801706400787265078861388057740653980298470313301250872520	-1,-9,-9,-9,-9	9,9,9,-9
1371	39	176182801706400896838495302191013293839132652212612765666855824	1,-9,-9,-9,-9	-9,-9,-9,-9
