category_id	count	encoding	T_scs	gamma_scs
382	1	5834193150552223709964485	-1,-1,-1,-1,-1,-1	9,9,2,-2,1
383	1	5887994539402417581366689	-1,-1,-1,-1,-1,-1	9,8,-9,3
384	1	5931071342010061072667442	-1,0,0,0,0,0,0	11,2,2,0,-2
385	1	5937703499528572413169113	-1,0,1,1,1,0	-10,0,1,3,-1
386	1	6254101668409558901964873	-1,0,0,0,0,0,0	11,0,8,-4
387	1	6535126654056931904156700	-1,0,0,0,0,0,0	11,0,0,4,0
388	1	6846108738122558271555115	-1,3,-11,-5	-11,9,10
389	1	6846636145409233705204580	-1,1,-9,-3,1	9,6,-9,1
390	1	6866599597625753687419317	-1,0,0,0,0,0,0	11,-1,1,4,0
391	1	6963950501024088749841961	1,-4,-9,-3,1	10,-10,1,-3
392	1	7014472101939098103036836	1,-5,-9,-3,1	10,7,-10,1
393	1	8615533864464683860471120	1,0,8,-2,0,-1	10,-10,-10,0
394	1	9901506934461821469300825	-1,0,0,0,0,0,0	11,0,0,-5,0
395	1	10031493024484282293234111	1,0,0,5,0	10,9,0,-5
396	1	10771682576289094592443254	-1,0,9,2,-1,0	9,9,3,2
397	1	10922337934729250221108225	1,1,-10,-3,1	10,-2,1,-2,1
398	1	13781791690948995043604490	-1,0,0,-2,0,0	11,1,7,5
399	1	16807441148250075888637650	-1,0,10,2,-1,0	11,1,7,2
400	1	16900964457863904182431489	-1,0,9,1,-2	9,9,-1,0
401	1	21071648530839594895725450	-1,0,9,-1,1,0	-10,9,1,1
402	1	21137751126409260954119986	1,1,-10,1,-2	10,8,-10,-1
403	1	21202767425343008027942424	-1,0,-1,0,-1,0	10,0,8,5
404	1	22228839510275083854175131	-1,0,0,3,-1,0	11,0,-2,0,0
405	1	26355241248475081849926853	1,2,-10,1,-2	10,-10,-1,1,-2
406	1	27591432623136364745400211	1,0,0,-3,0,-1	10,2,0,-2,0
407	1	32279344766269175122824379	1,0,10,-1,1,0	10,-10,1,1,0
408	1	40121145021567374534737407	-1,0,9,-5,0	9,9,9,-1
409	1	40675809930651233989060749	-1,3,-10,5	11,10,10
410	1	40681747832178254315719339	1,3,-10,5	10,9,-10,1
411	1	43805072839830391987668342	-1,0,0,0,0,0,0	11,-1,0,-4,1
412	1	50242853498341392710432788	-1,0,6,1,1,0	-11,0,-9,0
413	1	57998768543543925967500396	-1,1,-6,-1,-1,-1	-10,-1,-1,1,-2
414	1	62583103970062920100564860	-1,3,-11,5	11,10,-11,3
415	1	63681838054002763098211435	-1,0,0,-1,0,0,0	10,-1,0,0,-1
416	1	63681883186737507552211815	-1,0,0,-1,0,0,0	10,1,3,-1,0
417	2	63681890384721533543736625	1,0,0,-1,0,0,0	-11,0,0,0,0
418	1	63681890385714662497239861	1,0,0,-1,0,0,0	11,0,0,0,0
419	1	63681890853478400458056081	1,0,0,-1,0,0,0	10,10,0,0
420	1	63681891982925597546282020	1,0,0,-1,0,0,0	10,5,0,-1,0
421	1	63681892728268888681280730	1,0,0,-1,0,0,0	-11,1,2,0,0
422	1	63681914788678505870246836	1,0,0,-1,0,0,0	10,10,1,0,-1
423	2	63681920203805561976248130	1,0,0,-1,0,0,0	-11,0,0,0,0,0
424	1	63682146015072861137296710	-1,0,0,-1,0,0,0	-11,0,0,-1,0,0
425	1	63682199631797564663050020	1,0,0,-1,0,0,0	-11,0,0,-1,0,0
426	1	63682396978934805956404930	1,0,0,-1,0,0,0	-11,0,0,0,1
427	1	63682397085865877166628005	1,0,0,-1,0,0,0	11,0,0,0,1
428	1	63686108646057043142214435	-1,0,0,-1,0,0,0	10,1,0,-1,1
429	1	63691269381456948706751361	1,0,0,-1,0,0,0	10,4,0,3
430	1	63733136497379793736107225	1,0,0,-1,0,0,0	-11,0,0,0,0,-1
431	1	64209202037346218737445946	-1,0,0,-1,0,0,0	11,0,0,-4,0
432	1	67599148896882840407262880	1,0,1,1,1,0	-11,0,0,2,-2
433	1	67736777314064232366048168	-1,0,0,0,0,0,0	11,0,0,2,-2
434	1	74497031614262760673178202	-1,0,9,3,1	-10,0,9,1
435	1	77775119674910354270872045	1,0,-1,-1,0,0,0	-11,0,0,0,1
436	1	78221349014064137524120479	1,0,0,1,-1,0	11,0,0,0,2
437	1	88841676312043858839696354	-1,-1,-7,-1,-1,-1	-11,1,10,4
438	1	91079451714200194887908097	-1,0,9,-3,-1,0	-10,-1,7,1
439	1	91303959394255268286937711	1,1,-10,3,1	10,-10,1,-1,0
440	1	112161615384286894413041248	-1,-2,-9,-2,-2	9,-8,-3,2
441	1	115510796722401098252339106	1,0,0,-1,0,0,0	10,9,0,-6
442	1	117020604663263322520708991	1,-1,0,-6,0	10,10,8,3
443	1	119138811888467717778149670	-1,0,0,4,0	11,0,1,0,2
444	2	125814050797805331982595988	-1,0,0,0,0,0,0	11,0,0,0,2
445	1	126064844175922584898538718	-1,0,0,0,0,0,0	11,-1,0,0,2
446	1	134519530942134745309660780	1,0,10,-3,-1,0	-11,9,10,-1
447	1	147207796372401181926536550	-1,0,0,0,0,0,0	11,0,-1,0,2
448	1	169058570986755683228516851	1,7,-10,-2,-2	10,9,-10,-2
449	1	170966712189785021886368686	-1,0,0,-5,0,0	10,0,-3,1,-1
450	1	170968996437376644876527761	-1,0,0,-5,0,0	10,0,8,1
451	1	170973731738543006866068433	1,0,0,-5,0,0	-11,0,0,0,-1,0
452	1	173120472811057616116116075	-1,0,0,0,0,0,0	11,0,0,-6,0
453	1	212679606996738369388131366	-1,0,0,4,0	11,1,0,4,1
454	1	236518469384659447061150715	-1,0,0,-5,0,0	11,0,10,-5
455	1	239455091702775159278782709	-1,1,-11,-2,-2	11,-10,-10
456	1	239465377617179650754427164	-1,1,-11,-2,-2	11,10,11
457	1	239987562546029097240965370	-1,-2,-11,-2,-2	11,9,-11
458	1	240505040830032732114640636	-1,1,-10,-1,-1,-1	10,-10,-1,-1,-1
459	1	240515332778746048706646561	1,1,-10,-1,-1,-1	10,6,-10,-1
460	1	240516363270729579981375690	1,1,-10,-1,-1,-1	10,9,-10,-1
461	1	241695357715779448267500946	1,2,-10,-1,-1,-1	10,-10,9,2
462	1	258368995324176709724325675	1,1,-10,-1,-1,-1	10,-6,9,4
463	1	282586839955508866962497811	1,0,0,-1,0,0,0	11,0,0,0,2
464	1	300024321196708869344180450	-1,-1,1,4,1	-11,-1,-1,-1,-1
465	1	300667807110848934208857630	1,0,0,3,0,-1	11,0,0,0,1
466	1	347983163862223057012011564	1,0,9,5,0	10,10,-1,0
467	1	364370498424882898544462875	-1,0,-2,0,1,0	10,1,4,0,2
468	1	408592928176791535018944754	1,8,-10,-2,-2	10,9,10,5
469	1	428972583437692992416050275	-1,0,0,0,0,0	11,-2,4,6
470	1	433373992397531060170260736	1,0,0,2,1,0	10,2,1,-1,0
471	1	433446972513019565696192625	-1,0,0,2,1,0	11,0,2,3
472	1	498339065178554110094753321	1,0,10,5,0	10,10,1,1
473	1	600485559483610318213776670	1,0,8,-3,0,-1	-11,2,9,0
474	1	612354562593613035861625678	1,0,3,4,1	-11,0,1,1,-1
475	1	619666797075802589799850356	-1,-2,-2,-3,-2	10,10,-10,-2
476	1	651616441226887393385470413	-1,-2,-2,-3,-2	-10,1,-10,4
477	1	762946948564539912732736681	-1,1,-10,-1,-1,-1	10,-10,1,6
478	1	878890795929439008809350240	1,0,0,0,-2,0	-11,0,0,0,0
479	1	878890795933128488535190236	1,0,0,0,-2,0	11,0,0,0,0
480	1	878890842837652572610729866	1,0,0,0,-2,0	10,4,0,1,0
481	1	878890906707496748542392675	1,0,0,0,-2,0	-11,0,0,0,0,0
482	1	881820108556086161883121450	1,0,1,1,-1,0	-11,-1,0,0,-2,0
483	1	948972143020528519240149218	-1,-1,9,1,-2	-10,0,-10,-4,1
484	1	1041919926902092405103939814	-1,0,-1,0,-2,0	11,0,-2,0,-1
485	1	1146858710549651878083561333	-1,0,0,0,-2,0	10,1,-2,5,0
486	1	1204597080789035725101351781	1,0,-8,0,2	10,-7,0,2
487	1	1234916551623078594172459120	1,0,1,0,-2,0	-11,0,0,4
488	1	1236084668977069237341646831	1,0,1,0,-2,0	10,9,1,4
489	1	1241535775419474073327184103	-1,0,1,0,-2,0	-11,0,-1,-1,-2
490	1	1454163661187265785519798170	1,0,2,-1,2	10,8,5,2
491	1	1456695999661447951988575554	-1,0,-2,0,-2,0	11,0,9,0
492	1	1473933417034331908971942525	-1,0,-2,0,-2,0	-10,0,-7,0,-2
493	1	1682657579343248879005336896	-1,0,2,1,-1,0	-10,0,-9,0,2
494	1	1729869412296215662109566236	-1,0,0,5,0,0	10,1,-1,0,0
495	1	1985717617388644554351084939	-1,0,8,-6,0	-11,-7,0,-2
496	1	1985718094173281791037423524	-1,0,8,-6,0	9,9,-4,1
497	1	2632986754936786797708242844	-1,-1,-1,-1,-1,-1	9,8,9,6
498	1	2742586311880511408759512410	-1,0,9,-6,0	9,-9,1,-4
499	1	2744726814828022559397683346	1,0,9,-6,0	10,-5,0,4
500	1	2786277205288410092728452323	1,8,-9,3	-10,5,-10,6
501	1	3780671120097878512329947325	-1,2,-11,6	-11,6,-11,2
502	1	3827753385138150663557568910	-1,0,-5,0,-2,0	-11,0,10,2
503	1	5163149766419697226831111728	-1,0,9,-4,-1,0	9,-9,-1,-3,-1
504	1	6049650895716187783338230124	-1,1,-9,-3,-2	9,9,-5,1
505	1	6184265992547974983028396275	1,0,0,0,0,0	-11,0,0,1,2
506	1	7402795896308305469227056880	1,0,10,1,1	10,9,-1,1,2
507	1	8351435384444529659883653493	-1,0,1,1,2	11,-1,0,1
508	1	8351883173907435041983657900	1,0,1,1,2	-11,0,0,-1,-1,0
509	1	8961224033447185259152776227	-1,-1,9,-3,-1,0	-10,-3,-1,1,2
510	1	9712185680961960306951925126	1,1,-2,1,2	10,6,-10,1
511	1	9728766664630988693559347635	-1,0,-1,0,1,-1	-11,0,1,2,1
512	1	9862728434006748124669472971	1,0,0,2,0,0	10,5,0,7
513	1	9877837753267124949183678474	-1,1,-2,1,2	11,2,-11,4
514	1	10000521654026502441741870731	1,0,-10,0,1	10,10,0,7
515	1	11247534971462469207724293326	1,0,1,0,1,-1	10,10,0,2
516	1	11334708010617195570482986575	-1,0,0,0,1,0	11,1,0,-7,0
517	1	12751154057358249544158387301	1,0,10,-2,-1,-1	10,-10,0,-5
518	1	12991397724523899457509816943	-1,-1,-3,1,2	9,9,-9,-1
519	1	13008716193547595250159852479	1,0,-2,0,1,-1	10,-3,0,1,0
520	1	13036831288565885219065883055	1,0,0,-1,0,0,0	-11,0,0,-7,0
521	1	13612123020157992433330688958	-1,0,0,0,0,0,0	11,0,0,6,-1
522	1	13881208841054424192378016449	-1,-1,-1,-1,-1,-1	9,-9,1,7
523	1	15073661635425458125762767610	1,0,2,0,1,-1	-11,-1,6,0,-2
524	1	15105303672814876678018137532	1,0,0,-6,0,0	-11,0,0,0,1
525	1	15105445410276836224603675479	-1,0,0,-6,0,0	11,0,6,2
526	1	15105536982169826290717845097	1,0,0,-6,0,0	-11,0,1,3
527	1	15110676411172462804347083065	-1,0,0,-6,0,0	10,-1,0,0,-2
528	1	17024852417990360313959036369	1,0,-10,0,-2,0	10,10,5,1
529	1	17064276444195144542166827727	-1,0,8,1,1	10,0,9,-7
530	1	17446849779616588460836979316	-1,0,0,5,1	11,-6,-1,0,1
531	1	19597444498440964897475451909	-1,0,-11,-1,2	11,10,8
532	1	19597489588999809773355856299	-1,0,-11,-1,2	11,5,10
533	1	19672252077612827007329759131	1,0,9,6,0	10,8,10,-1
534	1	19784837245030106528171130408	-1,0,7,4,-1,0	10,1,9,3
535	1	20125649963348624480654676455	-1,-1,-1,5,1	10,10,-10,1
536	1	21912486191698702391883188954	-1,-1,-11,-1,2	11,9,-11,5
537	1	23071839778831385253178825370	1,8,10,-7	10,-9,-3,3
538	1	23264233555067485452391784555	1,0,1,5,1	10,6,0,1,-2
539	1	26162478658200771351303609388	-1,0,8,4,-1,0	-11,2,-10,0
540	1	26322961955463965795247887825	-1,5,-11,-7	11,10,11
541	1	26486076618966677100213772552	-1,0,3,-7,0	-11,0,10,2
542	1	30586973667628567405555250101	1,0,1,4,0,-1	10,-10,0,0
543	1	30660422779996885707970406679	-1,0,0,3,1,0	11,-3,-2,0,0
544	1	33500074642351540474381516100	-1,-7,-7,-7	-9,-7,-7,-7
545	1	34507111142933588024692834020	-1,1,-10,-5,1	11,10,11,-3
546	1	37940895851917175045764507206	-1,6,-10,6	10,10,-10,-7
547	1	39090694204006201157995435338	-1,-7,-7,-7	9,-8,-8,-7
548	1	39424794864980193286561854927	-1,0,10,-5,1	-11,10,1,-1,0
549	1	39516500140719808760859217829	-1,1,10,-5,1	10,-10,-1,1
550	1	39608962095634754425696937445	-1,0,8,-3,1,0	9,9,9,-2
551	1	50447657991314532969756070335	-1,5,-11,6	-11,8,-11,-7
552	1	52857390360666047902537813645	-1,0,0,1,-2,0	10,1,-3,0,0
553	1	52979063299428042753412494241	1,-2,-1,-2,2	10,9,10,2
554	1	67671913770900410537036982907	-1,0,-9,1,2	9,9,-9,0
555	1	68040661074773522527362648417	-1,0,6,6,-1	-10,0,8,1,0
556	1	68801407028347543976917070861	1,0,1,1,-2,0	10,10,0,-4,0
557	1	68931515506868046684593676306	-1,0,0,0,-1,0,0	11,-1,0,0,0
558	1	68931515507916966677678170131	-1,0,0,0,-1,0,0	11,-2,0,0,0
559	1	68931515518981680233533456431	-1,0,0,0,-1,0,0	11,1,1,0,0
560	1	68931515519186266044591357150	-1,0,0,0,-1,0,0	11,0,0,-1,0
561	1	68931516142784983609323757635	-1,0,0,0,-1,0,0	11,0,-4,0,0
562	1	68931518650930945023491571870	-1,0,0,0,-1,0,0	11,1,2,1,0
563	2	68931525624591755187137317750	1,0,0,0,-1,0,0	-11,0,0,0,0
564	3	68931525624624429511443627986	1,0,0,0,-1,0,0	11,0,0,0,0
565	1	68931525626648009823610887061	1,0,0,0,-1,0,0	10,2,0,0,0
566	1	68931525629526320755757579545	1,0,0,0,-1,0,0	10,-4,0,0,0
567	1	68931525641267913455977017061	1,0,0,0,-1,0,0	10,-5,-1,0,0
568	1	68931525654421928085462908320	1,0,0,0,-1,0,0	10,-9,0,0,0
569	1	68931525675582637370537211286	1,0,0,0,-1,0,0	10,9,1,-1
570	1	68931525700732213320353082745	1,0,0,0,-1,0,0	-11,3,0,0,-1
571	1	68931526013324875391864919000	-1,0,0,0,-1,0,0	11,-2,1,-2,0
572	4	68931526605650970145440861505	1,0,0,0,-1,0,0	-11,0,0,0,0,0
573	1	68931532173557970730581595056	-1,0,0,0,-1,0,0	11,-1,-1,-1,0,0
574	1	68931554853407577552806351970	-1,0,0,0,-1,0,0	11,0,1,0,1
575	1	68931556729356049200635006025	-1,0,0,0,-1,0,0	11,0,0,2,0
576	1	68931720613036939921186025600	1,0,0,0,-1,0,0	11,0,0,0,-1,0
577	1	68931787115063402352897648756	-1,0,0,0,-1,0,0	11,0,-1,0,-1,0
578	1	68931941719775066633789563761	-1,0,0,0,-1,0,0	11,2,-11,0,0
579	1	68932478811440065612696741170	-1,0,0,0,-1,0,0	11,0,0,1,1
580	1	68932818707103256557371523883	1,0,0,0,-1,0,0	-11,-1,0,-1,-1,0
581	1	69887466097098730736922667791	-1,0,0,0,-1,0,0	11,0,9,-5
582	1	70487410953242394495166865461	-1,1,-2,-3,-1,-1	10,10,-2,-1,2
583	1	77094040779746947808103713925	-1,0,9,1,2	9,9,-2,0
584	1	77094048880152218971013935900	-1,0,9,1,2	9,9,-6,-1
585	1	77094096338422888891140194217	1,0,9,1,2	-11,-1,0,2,0
586	1	78517929689897059653962294032	1,0,-1,0,-1,0,0	-11,0,0,0,-2
587	1	87997400298077430823231590936	1,1,-10,1,2	10,-8,-1,-1,-2
588	1	89505171813702097400711529681	-1,0,0,7,0	11,1,1,0,1
589	1	90938765366819972806412554049	-1,-1,-1,-1,-1,-1	9,8,8,7
590	1	101305859399405611875769501286	1,0,-3,1,-2,0	10,6,6,1
591	1	103526806884198850301339426557	-1,0,9,-2,0	9,9,1,-8
592	1	105178100321342461408032598786	1,-2,-1,-1,-1,-1	10,-10,1,-8
593	1	113340208350762682987911274902	-1,0,-11,1,2	-11,-1,-11,3
594	1	115384255302441158268949582011	-1,2,-4,-2,2	10,10,-10,2
595	1	123559398585921100371343231860	-1,0,-2,0,2	-11,0,-2,-8
596	1	129054219699565940529860075433	-1,0,9,-7,0	9,9,3,2
597	1	132548368430348051066646785956	1,0,-10,0,2	-11,0,10,1,2
598	1	138244689648528688797832476783	-1,-7,-8,7	9,-9,-7,-7
599	1	148457530562270706501237699551	1,8,10,7	10,9,-10,2
600	1	149039617560916929263441850163	-1,0,0,5,-1,0	10,0,-10,0,0
601	1	165636226343215886116929726370	-1,0,10,-7,0	-11,2,10,1
602	1	166445231446520814939470923611	-1,3,-11,7	11,-10,-4,3
603	1	167474882805746239778602067910	-1,4,-11,7	11,10,-11,4
604	1	168476354971729054192888389983	-1,-7,-7,-7	9,8,-9,7
605	1	168880229427026790447449768091	-1,0,0,-5,0,-1	11,2,-2,0
606	1	194576801210090699676688508439	-1,6,-9,7	9,8,-9,-7
607	1	216008692438690768291921264681	-1,-2,2,-6,1	10,-10,-2,1
608	1	245417389018733946563463040060	-1,0,-1,0,-1,0,0	10,1,0,-2,2
609	1	271776829943795644589259781489	-1,1,9,-4,-2	9,8,-9,-2
610	1	271810348505800090016746570725	-1,1,9,-4,-2	9,-9,8,3
611	1	302824359337264049197119655210	-1,7,-10,7	10,-10,-5,7
612	1	311306021910268458722880100902	-1,0,2,-1,-1,0	-10,-1,0,2,2
613	1	311582669715746568504708546235	1,0,-1,0,0,-1	-11,1,0,2,2
614	1	316238177943721610592746888941	1,0,0,0,-1,0,0	10,2,0,7,0
615	1	345535985740984875905610725101	1,0,8,-2,2	10,-6,0,3,0
616	1	394203833878483360596582969254	-1,-1,1,2,2	10,10,8
617	1	395271006614127061398865142682	1,0,0,1,1,-1	-11,0,0,0,-1,-1
618	1	406690070985946124157104669391	-1,7,-9,7	9,-9,-9,7
619	1	440002548274437481299529441726	1,0,5,-6,1	10,9,10,-1
620	1	443798036990472422344462093636	1,0,0,-1,-1,0,0	10,-10,0,0,0
621	1	492562888234992903424105306050	-1,0,9,1,-2,0	-10,0,9,2,1
622	1	498768080297773626326623363992	-1,0,0,0,0,1	11,1,0,0
623	1	498768080301915514404946424343	-1,0,0,0,0,1	11,-1,0,0,0
624	1	498768080307155047768579158300	-1,0,0,0,0,1	11,0,-1,0,0
625	1	498768080308792027406974821708	-1,0,0,0,0,1	11,-3,0,0,0
626	1	498768080341367822334875098200	-1,0,0,0,0,1	11,-1,0,-1,0
627	5	498768124939566688614435201861	1,0,0,0,0,1	11,0,0,0,0
628	1	498768125044711922996180678011	1,0,0,0,0,1	10,-10,0,0,0
629	1	498768125344124401360655915850	1,0,0,0,0,1	10,10,0,-1,0
630	1	498768125828919089393606374936	1,0,0,0,0,1	10,5,-3,0,0
631	1	498768126621690686578915965561	1,0,0,0,0,1	10,7,0,1,0
632	5	498768127578455891118439502400	1,0,0,0,0,1	-11,0,0,0,0,0
633	1	498768129147576357043817691498	-1,0,0,0,0,1	11,-2,0,0,1
634	1	498768191157603500507651500593	-1,0,0,0,0,1	11,1,1,0,1
635	1	498768638540937847465464774348	-1,0,0,0,0,1	11,0,-10,0,0
636	1	498769500296468998509515238993	-1,0,0,0,0,1	11,0,0,2,-1
637	1	502145478011775983054515616488	1,0,0,0,0,0,0	-11,0,0,0,0,1
638	1	522417991920182125485525472080	-1,0,0,-1,-1,0,0	11,0,-11,0,2
639	1	559139505100371101310113363755	1,0,1,-1,-1,0,0	-11,0,0,-1,0,0
640	1	559606057491516552470866008391	1,0,-1,0,0,1	10,-10,0,0
641	1	559606057686172170862305339374	1,0,-1,0,0,1	10,10,0,1
642	1	559606071017973131334663109012	1,0,-1,0,0,1	-11,4,0,-2,0
643	1	559606104943584420724379223307	1,0,-1,0,0,1	-11,0,0,0,1
644	1	559650526576261077942202904999	1,0,-1,0,0,1	10,10,-1,0,-2
645	1	560326489677421690474993831465	1,0,1,0,1,0	-11,-1,-1,0,0,1
646	1	560541925610322640875014209762	-1,0,9,-1,0	10,-1,0,8
647	1	569133310357579425982848217329	-1,0,5,-2,1	11,-10,0,8
648	1	574613981357660332747262852176	1,0,-1,0,0,1	10,9,-1,0,2
649	1	618131160169787516264074625670	-1,0,10,1,-2,0	-11,7,3,1
650	1	618131162774231843440801807164	-1,0,10,1,-2,0	11,4,-2,1,0
651	1	618131208165328808010822804791	1,0,10,1,-2,0	10,10,1,0
652	1	619192174753066481378577042261	-1,-2,-11,-2,2	11,10,-11,-3
653	1	619661884454148078541298694601	1,1,-10,-1,1,-1	10,9,10,1
654	1	638231753889627311261380814775	-1,-1,9,2,1	9,-9,-1,8
655	1	702747508951355084254207987746	1,0,-2,0,0,1	-11,0,0,1,0
656	1	708469980516081699577529185710	-1,-1,-1,-1,-1,-1	9,9,9,-8
657	1	712491018689311660445990719345	1,0,1,-1,0,0	10,8,1,8
658	1	713647133400149475281337752911	1,0,0,-2,0,0	10,9,1,8
659	1	775954143312735173778337688334	-1,0,-11,-1,1,-1	11,-4,-1,-1,1
660	1	788466865878228683690771845861	1,-1,1,-8,0	10,10,9
661	1	789096914880582737662133365575	-1,0,0,-7,0,0	11,-1,0,-1,0
662	1	789096916054874756414560106970	-1,0,0,-7,0,0	10,0,2,-1,0
663	1	789096978181421306260012403640	1,0,0,-7,0,0	10,-9,0,-1,0
664	1	845564164353249418251639422253	-1,-2,-8,-2,2	-10,-9,2,-8
665	1	870759334262620472189903463084	-1,0,9,-7,-1	9,8,9,2
666	1	876374712880650113366549842963	-1,5,10,-8	10,-10,-10,3
667	1	883275161427087013646586412231	1,0,-2,-8,0	10,-4,0,3,1
668	1	894502205981805373859366026047	-1,-1,-4,1,-1,0	10,10,2,8
669	1	981621993571504215714438008067	-1,0,4,1,1,-1	11,6,-1,0
670	1	983148564933540627134551953450	-1,-8,-11,-8	-11,-10,9
671	1	984679782971937273839760636177	-1,0,2,-8,0	-10,1,9,1
672	1	1024883276472413063665720459844	-1,5,-11,-8	11,10,-11,-6
673	1	1057284422876724081387678447142	-1,7,8,-8	-9,8,-8,7
674	1	1090348131816954361888460607516	-1,1,9,-6,1	9,-9,-2,1
675	1	1102962754837936525386264542505	-1,-1,1,6,1	9,-9,-1,-1,1
676	1	1113721502480191599824015208714	-1,6,-11,6	11,10,-11,-8
677	1	1119039912791666214622435317960	-1,-1,-1,-1,-1,-1	9,9,3,8
678	1	1148901184147658179100263139295	-1,6,-9,-8	9,9,-8,7
679	1	1234317194934341700397839960481	-1,7,-9,7	9,8,-9,-8
680	1	1235765468094874949552461470448	-1,7,-9,7	9,9,-9,-8
681	1	1251109525556745558081842467419	-1,6,-8,7	9,8,9,-8
682	1	1358982173031151043266609568041	1,2,10,-6,1	10,-10,1,-2
683	1	1382629578703211158093037428126	1,8,-10,3	10,-8,4,8
684	1	1391208289706804234026771338320	-1,-1,-1,-1,-1,-1	9,9,4,8
685	1	1422946799625753754806247204125	-1,0,-11,-2,2	-11,-1,-11,7
686	1	1519942860496868088953781891719	1,1,7,2,2	10,10,-1,0
687	1	1530130703312849773001086192407	-1,5,-9,4	-10,-3,-5,8
688	1	1767078025900761904656432765933	1,-9,5,8	-10,7,-10,-6
689	1	1883136926929098742740397287610	1,0,7,1,1,-1	10,2,2,0
690	1	1886263715363736375435463534378	1,1,10,4,-2	10,-10,-1,-6
691	1	1905125922332834221165610425571	-1,-7,-6,8	-10,-7,-4,4
692	1	1957229697897333310401325763250	-1,-6,-10,-6	-11,-7,-6,8
693	4	1995071071304521546524811290000	-1,-8,-8,-8	-9,-8,-8,-8
694	1	2093879365929985549176894998970	-1,1,-9,2,2	9,-9,-2,2
695	1	2099810487967587084150795221400	-1,0,-6,-8,0	-11,0,5,-1,0
696	1	2116196358229174620505502527920	-1,0,0,2,-2,0	10,1,8,0
697	1	2116196419747674813317439201982	1,0,0,2,-2,0	-11,0,0,0,1
698	1	2227161000793265081525149089942	-1,-6,6,8	-9,6,-8,6
699	1	2245857962283729936353157062443	-1,-8,-8,-8	9,8,-9,-8
700	1	2509424331542086674325582951981	-1,7,-9,-8	9,8,-9,-8
701	1	2509426876797597165433706622670	-1,6,-9,-8	9,9,-9,-8
702	1	2610242776337105872332488017216	1,0,1,2,-2,0	10,-7,0,0
703	1	2650495070150307170082730273563	-1,4,-9,7	9,-9,5,8
704	1	2862800497487897445193136388351	-1,0,10,2,2	11,0,-11,2
705	1	2870571774530828208179787793024	1,2,10,2,2	10,-10,-1,-1,-1
706	1	2904074951736767064193728342397	1,0,-10,0,-1,0	-11,-1,0,-1,0,1
707	1	2948141412514062649681319813782	-1,-6,-8,8	9,9,-9,-6
708	1	2966835940844632719940967047893	-1,-7,7,8	9,8,-8,-7
709	1	3189549351412002429739990161267	-1,0,-9,-1,0	-10,1,8,8
710	1	3217475532918612910347975144340	1,0,-1,-1,0,1	10,2,-10,0,0
711	1	3219634679335163076219248936086	1,0,-1,0,0,0	-11,0,0,0,-3
712	1	3220070238928208777031743627725	1,0,0,0,1,0	-11,0,0,0,-3
713	1	3222942356792978977191772229343	-1,0,0,2,-1,0	11,-1,0,0,-3
714	1	3232524719269827600791657389335	-1,-1,-1,-1,-1,-1	9,9,8,8
715	1	3232528349854534135043800321467	-1,0,0,0,0,0,0	11,1,0,0,-3
716	1	3234697985189502402377343525072	-1,5,-8,5	9,8,8,8
717	1	3234774414720555644566598929791	-1,0,0,-2,0,0	11,-4,0,0,-3
718	1	3253365019175378409883685195010	-1,1,-9,-2,-2	9,7,8,8
719	1	3564977585074998717570132675352	-1,0,1,-1,0,1	-11,0,-1,0,0
720	1	3564977585165262076906280836102	-1,0,1,-1,0,1	10,-1,0,-1,0
721	1	3564977585612840596977746097792	-1,0,1,-1,0,1	-10,0,1,-1,0
722	1	3564978306100554601026484929738	-1,0,1,-1,0,1	10,1,-10,0
723	1	3564979713149893871548951802983	-1,0,1,-1,0,1	10,0,-10,1
724	1	3565127410481022230130201097257	-1,0,1,-1,0,1	-10,0,-2,0,-2
725	1	3605669196928366352340465146227	-1,0,1,-1,0,1	-11,0,1,0,2
726	1	3614296576043113372053445269568	-1,0,1,-1,0,1	-11,0,2,0,2
727	1	3669191160853541339159532976178	-1,-7,8,8	9,9,-9,-7
728	1	3908948490947958186091571474493	-1,0,9,8	-11,0,9,-1,0
729	1	3914068710221935072658680065003	-1,0,-4,0,1	10,1,9,8
730	1	3914069174470736426555603502297	-1,1,9,8	-10,1,-8,2
731	1	3919195022931996703734313885411	1,2,9,8	10,9,10,-2
732	1	3955211122965911038253663656861	-1,0,0,8,0	10,0,-2,0,0
733	1	3955211216167532662271118277395	-1,0,0,8,0	10,0,5,-1,0
734	1	3955211333724614550194607064300	1,0,0,8,0	-11,0,0,0,0
735	1	3955256241998936638991226191500	-1,0,0,8,0	10,1,0,-2,1
736	1	3955441817108010918439431236305	1,9,9,8	10,9,-10,3
737	1	3964708846355661947075285775645	-1,-1,-1,-1,-1,-1	9,9,9,8
738	1	3979202626446501281844655976211	-1,-7,-8,-7	9,8,-9,8
739	1	3981300549915533737922637622216	1,0,-10,0,-1,0	-11,6,1,0,-3
740	1	4031970775977192312574412256557	-1,5,-9,8	9,9,-9,-7
741	1	4092338894872770262105444571655	-1,6,-9,7	9,-9,-8,8
742	1	4135207372243632963678141508557	-1,3,-9,6	9,9,9,8
743	1	4298652875954462448569119923036	-1,7,-8,7	-9,7,8,8
744	1	4299270278706199409488610194569	-1,7,8,8	-9,-8,-8,7
745	1	4328914185864209221793339249695	-1,0,9,-8,0	9,9,-7,1
